date,year,month,quarter,week,day_of_week,is_weekend,season,holiday,is_holiday,promotion_event,Avg_Temperature_C,iso_week,is_peak_season
2025-10-13,2025,10,Q4,42,Monday,0,Autumn,,0,,19.8,42,0
2025-10-14,2025,10,Q4,42,Tuesday,0,Autumn,,0,,22.9,42,0
2025-10-15,2025,10,Q4,42,Wednesday,0,Autumn,,0,,17.8,42,0
2025-10-16,2025,10,Q4,42,Thursday,0,Autumn,,0,,20.7,42,0
2025-10-17,2025,10,Q4,42,Friday,0,Autumn,,0,,20.0,42,0
2025-10-18,2025,10,Q4,42,Saturday,1,Autumn,,0,,17.7,42,0
2025-10-19,2025,10,Q4,42,Sunday,1,Autumn,,0,,19.5,42,0
2025-10-20,2025,10,Q4,43,Monday,0,Autumn,Diwali,1,,21.2,43,0
2025-10-21,2025,10,Q4,43,Tuesday,0,Autumn,,0,,18.3,43,0
2025-10-22,2025,10,Q4,43,Wednesday,0,Autumn,,0,,15.6,43,0
2025-10-23,2025,10,Q4,43,Thursday,0,Autumn,,0,,18.5,43,0
2025-10-24,2025,10,Q4,43,Friday,0,Autumn,,0,,16.8,43,0
2025-10-25,2025,10,Q4,43,Saturday,1,Autumn,,0,,17.6,43,0
2025-10-26,2025,10,Q4,43,Sunday,1,Autumn,,0,,18.0,43,0
2025-10-27,2025,10,Q4,44,Monday,0,Autumn,,0,,14.9,44,0
2025-10-28,2025,10,Q4,44,Tuesday,0,Autumn,,0,,14.9,44,0
2025-10-29,2025,10,Q4,44,Wednesday,0,Autumn,,0,,18.6,44,0
2025-10-30,2025,10,Q4,44,Thursday,0,Autumn,,0,,16.6,44,0
2025-10-31,2025,10,Q4,44,Friday,0,Autumn,,0,,12.8,44,0
2025-11-01,2025,11,Q4,44,Saturday,1,Autumn,,0,Seasonal Promotion,18.7,44,1
2025-11-02,2025,11,Q4,44,Sunday,1,Autumn,,0,Seasonal Promotion,17.7,44,1
2025-11-03,2025,11,Q4,45,Monday,0,Autumn,,0,,15.8,45,1
2025-11-04,2025,11,Q4,45,Tuesday,0,Autumn,,0,,14.6,45,1
2025-11-05,2025,11,Q4,45,Wednesday,0,Autumn,,0,,18.3,45,1
2025-11-06,2025,11,Q4,45,Thursday,0,Autumn,,0,,17.3,45,1
2025-11-07,2025,11,Q4,45,Friday,0,Autumn,,0,,20.9,45,1
2025-11-08,2025,11,Q4,45,Saturday,1,Autumn,,0,Seasonal Promotion,17.2,45,1
2025-11-09,2025,11,Q4,45,Sunday,1,Autumn,,0,Seasonal Promotion,17.1,45,1
2025-11-10,2025,11,Q4,46,Monday,0,Autumn,,0,,16.0,46,1
2025-11-11,2025,11,Q4,46,Tuesday,0,Autumn,,0,,17.6,46,1
2025-11-12,2025,11,Q4,46,Wednesday,0,Autumn,,0,,17.2,46,1
2025-11-13,2025,11,Q4,46,Thursday,0,Autumn,,0,,18.2,46,1
2025-11-14,2025,11,Q4,46,Friday,0,Autumn,,0,,14.9,46,1
2025-11-15,2025,11,Q4,46,Saturday,1,Autumn,,0,Seasonal Promotion,15.0,46,1
2025-11-16,2025,11,Q4,46,Sunday,1,Autumn,,0,Seasonal Promotion,14.8,46,1
2025-11-17,2025,11,Q4,47,Monday,0,Autumn,,0,,17.0,47,1
2025-11-18,2025,11,Q4,47,Tuesday,0,Autumn,,0,,18.2,47,1
2025-11-19,2025,11,Q4,47,Wednesday,0,Autumn,,0,,14.5,47,1
2025-11-20,2025,11,Q4,47,Thursday,0,Autumn,,0,,14.5,47,1
2025-11-21,2025,11,Q4,47,Friday,0,Autumn,,0,,15.8,47,1
2025-11-22,2025,11,Q4,47,Saturday,1,Autumn,,0,Seasonal Promotion,14.7,47,1
2025-11-23,2025,11,Q4,47,Sunday,1,Autumn,,0,Seasonal Promotion,16.8,47,1
2025-11-24,2025,11,Q4,48,Monday,0,Autumn,,0,,10.9,48,1
2025-11-25,2025,11,Q4,48,Tuesday,0,Autumn,,0,,13.4,48,1
2025-11-26,2025,11,Q4,48,Wednesday,0,Autumn,,0,,13.4,48,1
2025-11-27,2025,11,Q4,48,Thursday,0,Autumn,,0,,10.6,48,1
2025-11-28,2025,11,Q4,48,Friday,0,Autumn,,0,,13.0,48,1
2025-11-29,2025,11,Q4,48,Saturday,1,Autumn,,0,Seasonal Promotion,13.0,48,1
2025-11-30,2025,11,Q4,48,Sunday,1,Autumn,,0,Seasonal Promotion,14.2,48,1
2025-12-01,2025,12,Q4,49,Monday,0,Winter,,0,,16.5,49,1
2025-12-02,2025,12,Q4,49,Tuesday,0,Winter,,0,,14.0,49,1
2025-12-03,2025,12,Q4,49,Wednesday,0,Winter,,0,,12.6,49,1
2025-12-04,2025,12,Q4,49,Thursday,0,Winter,,0,,14.3,49,1
2025-12-05,2025,12,Q4,49,Friday,0,Winter,,0,,16.2,49,1
2025-12-06,2025,12,Q4,49,Saturday,1,Winter,,0,,12.5,49,1
2025-12-07,2025,12,Q4,49,Sunday,1,Winter,,0,,12.6,49,1
2025-12-08,2025,12,Q4,50,Monday,0,Winter,,0,,15.2,50,1
2025-12-09,2025,12,Q4,50,Tuesday,0,Winter,,0,,13.8,50,1
2025-12-10,2025,12,Q4,50,Wednesday,0,Winter,,0,,15.3,50,1
2025-12-11,2025,12,Q4,50,Thursday,0,Winter,,0,,14.1,50,1
2025-12-12,2025,12,Q4,50,Friday,0,Winter,,0,,15.4,50,1
2025-12-13,2025,12,Q4,50,Saturday,1,Winter,,0,,12.2,50,1
2025-12-14,2025,12,Q4,50,Sunday,1,Winter,,0,,14.0,50,1
2025-12-15,2025,12,Q4,51,Monday,0,Winter,,0,,13.7,51,1
2025-12-16,2025,12,Q4,51,Tuesday,0,Winter,,0,,11.8,51,1
2025-12-17,2025,12,Q4,51,Wednesday,0,Winter,,0,,11.2,51,1
2025-12-18,2025,12,Q4,51,Thursday,0,Winter,,0,,15.2,51,1
2025-12-19,2025,12,Q4,51,Friday,0,Winter,,0,,13.4,51,1
2025-12-20,2025,12,Q4,51,Saturday,1,Winter,,0,,12.2,51,1
2025-12-21,2025,12,Q4,51,Sunday,1,Winter,,0,,13.8,51,1
2025-12-22,2025,12,Q4,52,Monday,0,Winter,,0,,16.0,52,1
2025-12-23,2025,12,Q4,52,Tuesday,0,Winter,,0,,9.9,52,1
2025-12-24,2025,12,Q4,52,Wednesday,0,Winter,,0,,11.3,52,1
2025-12-25,2025,12,Q4,52,Thursday,0,Winter,Christmas,1,,12.4,52,1
2025-12-26,2025,12,Q4,52,Friday,0,Winter,,0,,16.7,52,1
2025-12-27,2025,12,Q4,52,Saturday,1,Winter,,0,,14.6,52,1
2025-12-28,2025,12,Q4,52,Sunday,1,Winter,,0,,15.5,52,1
2025-12-29,2025,12,Q4,1,Monday,0,Winter,,0,,12.1,1,1
2025-12-30,2025,12,Q4,1,Tuesday,0,Winter,,0,,12.1,1,1
2025-12-31,2025,12,Q4,1,Wednesday,0,Winter,,0,,15.0,1,1
